episode,return,best_return,epsilon,steps
1,145.7420576279851,145.7420576279851,0.9975647931856284,77
2,-1087.2154943736132,145.7420576279851,0.9959868338616906,50
3,46.06025093529115,145.7420576279851,0.9930902512678874,92
4,-587.1542551333937,145.7420576279851,0.9911432107168388,62
5,145.4343845556292,145.7420576279851,0.9870737470097196,130
6,-115.56055706375628,145.7420576279851,0.9847028312785552,76
7,-575.3015965386503,145.7420576279851,0.98184079995365,92
8,-345.40882014643876,145.7420576279851,0.9797930035956902,66
9,3.2345694563284724,145.7420576279851,0.977656937105533,69
10,-772.0872952518998,145.7420576279851,0.9759269260023097,56
11,-521.9543297984872,145.7420576279851,0.9727533612932246,103
12,-406.5684085881312,145.7420576279851,0.9706641556684908,68
13,-840.7764391505675,145.7420576279851,0.9692229110943145,47
14,-537.4627817618777,145.7420576279851,0.9670499891765586,71
15,-442.7675201724851,145.7420576279851,0.9655533634379788,49
16,-680.7338565299256,145.7420576279851,0.9640287120613247,50
17,-815.6408620917014,145.7420576279851,0.9623545278936259,55
18,38.762802234253286,145.7420576279851,0.958439826064517,129
19,-1144.131193040906,145.7420576279851,0.9548434855453579,119
20,-892.4587767133414,145.7420576279851,0.9527045546961045,71
21,-541.8689799951344,145.7420576279851,0.9508408917314553,62
22,245.1233533972702,245.1233533972702,0.9484119019356159,81
23,-519.6289213756559,245.1233533972702,0.9469456935585887,49
24,-828.7466909758073,245.1233533972702,0.9447956050323221,72
25,-746.3856273474428,245.1233533972702,0.9422044567586879,87
26,-201.20249115584943,245.1233533972702,0.9406593085489473,52
27,-77.3186936205384,245.1233533972702,0.9391761127078989,50
28,-996.42335022154,245.1233533972702,0.9374291181273264,59
29,-62.08613251282077,245.1233533972702,0.9343875025829306,103
30,-801.9488766074551,245.1233533972702,0.9312094315338364,108
31,-174.2964418468532,245.1233533972702,0.927896452702175,113
32,523.1156073552793,523.1156073552793,0.9238674029387561,138
33,-31.502885329374294,523.1156073552793,0.9224121702979182,50
34,222.203740051541,523.1156073552793,0.9201758502326022,77
35,-1117.5565844310595,523.1156073552793,0.9182925102455205,65
36,-566.1964691309788,523.1156073552793,0.9152876409926946,104
37,492.02926432887193,523.1156073552793,0.9134148806602013,65
38,103.35373592013275,523.1156073552793,0.9113451695933582,72
39,420.0505772411748,523.1156073552793,0.907534991476895,133
40,-244.63826734676036,523.1156073552793,0.9057645825472044,62
41,-797.9264532698455,523.1156073552793,0.9030020788513131,97
42,-260.13025564574355,523.1156073552793,0.9007304368432119,80
43,-386.5042856833536,523.1156073552793,0.8991155836095834,57
44,538.6519860136792,538.6519860136792,0.8967131611616668,85
45,-781.0969855130829,538.6519860136792,0.8952749715951873,51
46,-20.101033855302376,538.6519860136792,0.8932206362859275,73
47,-125.53915565823013,538.6519860136792,0.8915919845930393,58
48,-195.31095245633014,538.6519860136792,0.8886515613892517,105
49,-584.5576421116614,538.6519860136792,0.8870038341147597,59
50,-691.0292535908516,538.6519860136792,0.8846635013740926,84
51,-1217.9972801676408,538.6519860136792,0.8828847838777523,64
52,-207.85104048495714,538.6519860136792,0.8813592272948078,55
53,32.43465570754461,538.6519860136792,0.8778472455055966,127
54,-650.3418337847111,538.6519860136792,0.8759178537651529,70
55,-531.4840727224532,538.6519860136792,0.8707856444797074,187
56,-370.7623902277769,538.6519860136792,0.8684360949288945,86
57,-1617.410309408409,538.6519860136792,0.866555855015331,69
58,297.90260795661084,538.6519860136792,0.8641098582798854,90
59,22.26777444033837,538.6519860136792,0.8625103489250128,59
60,156.92754905939228,538.6519860136792,0.8602925197186704,82
61,654.8937425882664,654.8937425882664,0.8568157423124363,129
62,299.94708212198975,654.8937425882664,0.8545061824685375,86
63,-419.0617579609302,654.8937425882664,0.8526044357912544,71
64,-939.9551703136831,654.8937425882664,0.8512678758409499,50
65,-621.3492614714048,654.8937425882664,0.8499068776282748,51
66,-115.34418370430353,654.8937425882664,0.8479096080614071,75
67,285.59156862480654,654.8937425882664,0.8458907952968442,76
68,-825.7585560032392,654.8937425882664,0.8443800384592619,57
69,177.1179015203047,654.8937425882664,0.8428192929530911,59
70,-205.04554956860397,654.8937425882664,0.841525411731914,49
71,416.70047381547556,654.8937425882664,0.8393911756355161,81
72,332.85937514230795,654.8937425882664,0.8372626942042847,81
73,-18.919511873607917,654.8937425882664,0.8354802529606468,68
