episode,return,best_return,steps
118,-112.37833984709829,-11.522803105948,90
119,-152.19140263722795,-11.522803105948,96
120,-176.76391898388874,-11.522803105948,123
121,-102.56862408156624,-11.522803105948,81
122,-184.1283131132247,-11.522803105948,127
123,-110.34391647076393,-11.522803105948,75
124,-79.09220590851822,-11.522803105948,93
125,-112.09151537965315,-11.522803105948,67
126,-118.4478660949859,-11.522803105948,70
127,-132.55844068843328,-11.522803105948,90
128,-132.64094856236827,-11.522803105948,77
129,-77.56299386702568,-11.522803105948,82
130,-104.73137830773932,-11.522803105948,84
131,-60.30071671911581,-11.522803105948,64
132,-144.8783302049818,-11.522803105948,96
133,-193.59983408247194,-11.522803105948,115
134,-131.2392749230293,-11.522803105948,64
135,-134.92153909739403,-11.522803105948,83
136,-213.49613741058934,-11.522803105948,147
137,-105.54227752485531,-11.522803105948,71
138,-156.2966299836245,-11.522803105948,155
139,-154.28014414704714,-11.522803105948,149
140,-262.02619693447343,-11.522803105948,103
141,7.589475310341086,7.589475310341086,142
142,-117.91810373739955,7.589475310341086,71
143,-133.926924555466,7.589475310341086,71
144,-177.11542025667416,7.589475310341086,100
145,-369.61019772025674,7.589475310341086,148
146,-112.01480766088241,7.589475310341086,136
147,-87.74394813640762,7.589475310341086,83
148,-97.81984501438295,7.589475310341086,152
149,-89.82612891123615,7.589475310341086,143
150,-97.29580768014718,7.589475310341086,67
151,-90.10392629317522,7.589475310341086,123
152,-199.59380890265285,7.589475310341086,94
153,-201.68016343712702,7.589475310341086,142
154,-121.41538151628589,7.589475310341086,102
155,-122.02739343132234,7.589475310341086,72
156,-143.5314200459919,7.589475310341086,123
157,-76.66162454435366,7.589475310341086,140
158,-382.39192367612395,7.589475310341086,146
159,-106.08229368976843,7.589475310341086,71
160,-93.81411135304252,7.589475310341086,89
161,-128.930448951854,7.589475310341086,120
162,-257.4946737521452,7.589475310341086,93
163,-202.0409817419245,7.589475310341086,162
164,-61.67815139058888,7.589475310341086,68
165,-70.75965288974814,7.589475310341086,110
166,-139.64038552198855,7.589475310341086,85
167,-111.57088819073404,7.589475310341086,85
168,-103.93793709435843,7.589475310341086,172
169,-102.08753649555516,7.589475310341086,132
170,-125.04499175572649,7.589475310341086,89
171,-111.39875114931611,7.589475310341086,91
172,-174.609621918436,7.589475310341086,104
173,-97.63170686366665,7.589475310341086,94
174,-91.52979920434527,7.589475310341086,138
175,-201.4200447405567,7.589475310341086,120
176,-94.36985132153961,7.589475310341086,166
177,-120.69308994643394,7.589475310341086,136
178,-122.77332973347123,7.589475310341086,85
179,-75.65039283353875,7.589475310341086,77
180,-77.99198139317456,7.589475310341086,77
181,-218.4208174058571,7.589475310341086,97
182,-155.06686368961317,7.589475310341086,108
183,-109.94674234358362,7.589475310341086,109
184,-3.5665280247549447,7.589475310341086,105
185,-76.93773825360911,7.589475310341086,92
186,-107.14381236116641,7.589475310341086,73
187,-336.2786324302976,7.589475310341086,140
188,-1.9501272653002104,7.589475310341086,116
189,-39.69322458490174,7.589475310341086,104
190,-2.921924313652056,7.589475310341086,141
191,-83.32701186436051,7.589475310341086,91
192,-178.82627334350212,7.589475310341086,140
193,-98.15609832596665,7.589475310341086,73
194,-77.42207950963686,7.589475310341086,91
195,-216.75419691274175,7.589475310341086,101
196,-199.87548797560206,7.589475310341086,133
197,-203.8960123360234,7.589475310341086,124
198,-88.45231055292831,7.589475310341086,135
199,-134.58413997176538,7.589475310341086,190
200,-107.32195128242944,7.589475310341086,154
201,-100.31152506549101,7.589475310341086,152
202,-208.54238106985144,7.589475310341086,149
203,-242.0963391791773,7.589475310341086,99
204,-46.960982382490506,7.589475310341086,86
205,-317.6246759005875,7.589475310341086,151
206,-48.46386303550898,7.589475310341086,70
207,-66.90143825607262,7.589475310341086,112
208,-166.381685575568,7.589475310341086,158
209,-78.43684292150934,7.589475310341086,68
210,-91.68127036876398,7.589475310341086,161
211,-101.60858451738805,7.589475310341086,112
212,-62.92846325859013,7.589475310341086,75
213,-88.68583323238224,7.589475310341086,122
214,-316.9864777287961,7.589475310341086,159
215,-186.60225018725646,7.589475310341086,104
216,-65.90254846914287,7.589475310341086,61
217,-208.8845380995896,7.589475310341086,192
218,-31.2108457837478,7.589475310341086,102
219,-197.41877564941427,7.589475310341086,182
220,-153.0753318260533,7.589475310341086,150
221,-97.21107144564087,7.589475310341086,130
222,-76.90596987768532,7.589475310341086,108
223,-43.24715022477331,7.589475310341086,104
224,18.305385690014106,18.305385690014106,112
225,-224.75696654600426,18.305385690014106,123
226,-110.45766746290805,18.305385690014106,68
227,-185.33073945161289,18.305385690014106,150
228,-70.00492730532301,18.305385690014106,77
229,-109.94690097094997,18.305385690014106,77
230,-93.03091065998721,18.305385690014106,143
231,-119.08029581423149,18.305385690014106,140
232,-224.32690528579687,18.305385690014106,146
233,-277.596713023907,18.305385690014106,150
234,-11.351971740926558,18.305385690014106,135
235,-114.91890675920392,18.305385690014106,102
236,-86.36072746035671,18.305385690014106,131
237,-122.94206064943903,18.305385690014106,108
238,-100.66614296087558,18.305385690014106,100
239,-111.190313324978,18.305385690014106,158
240,6.518383520647447,18.305385690014106,122
241,40.914145058862225,40.914145058862225,1000
242,-136.27234793011712,40.914145058862225,205
243,-242.1092388489538,40.914145058862225,234
244,-47.21187613802121,40.914145058862225,88
245,-98.01766602252346,40.914145058862225,177
246,-24.5572517899585,40.914145058862225,104
247,-289.0559192874553,40.914145058862225,215
248,-126.09162483912456,40.914145058862225,144
249,-62.99072048719205,40.914145058862225,95
250,-103.88597826824065,40.914145058862225,153
251,-148.6631824195757,40.914145058862225,146
252,-211.3604473650049,40.914145058862225,90
253,-228.6734147186019,40.914145058862225,322
254,-70.34487152009302,40.914145058862225,84
255,-35.387761650380924,40.914145058862225,117
256,-51.00718427850197,40.914145058862225,108
257,-203.14689612759292,40.914145058862225,155
258,-50.09950407174619,40.914145058862225,217
259,-135.02154019131402,40.914145058862225,177
260,-83.3984021435956,40.914145058862225,87
261,-57.51392985927545,40.914145058862225,161
262,-60.038380373178924,40.914145058862225,80
263,-59.48670411539926,40.914145058862225,89
264,-19.393202636516364,40.914145058862225,74
265,-33.75645293883605,40.914145058862225,91
266,-89.03518404847098,40.914145058862225,162
267,-13.485306511722044,40.914145058862225,197
268,-96.61141278961786,40.914145058862225,139
269,-25.22056284957283,40.914145058862225,163
270,-104.7527449195706,40.914145058862225,95
271,-226.16129636439982,40.914145058862225,214
272,-115.90962621873145,40.914145058862225,199
273,-115.35055601042379,40.914145058862225,112
274,-5.832087716244843,40.914145058862225,210
275,-58.12718575383218,40.914145058862225,198
276,-552.5453613541349,40.914145058862225,285
277,-15.693876310153996,40.914145058862225,107
278,-68.77601361956462,40.914145058862225,92
279,-60.246717270032974,40.914145058862225,133
280,-195.1734256754966,40.914145058862225,292
281,-120.18137192312346,40.914145058862225,228
282,-38.463557951342345,40.914145058862225,247
283,-5.248930299904188,40.914145058862225,129
284,-437.0337859639694,40.914145058862225,389
285,-295.79512920204036,40.914145058862225,205
286,-71.19666060908102,40.914145058862225,96
287,-49.8329986985205,40.914145058862225,212
288,-265.7499527569722,40.914145058862225,236
289,-38.36401347817187,40.914145058862225,322
290,-38.83268154898958,40.914145058862225,178
291,-225.33934420428727,40.914145058862225,285
292,-163.37399308869186,40.914145058862225,272
293,-126.57005695787153,40.914145058862225,227
294,-69.6490464896454,40.914145058862225,178
295,-23.71738453126268,40.914145058862225,128
296,-255.13933355733582,40.914145058862225,105
297,-281.1747199243691,40.914145058862225,103
298,-57.548742185057264,40.914145058862225,146
299,-197.98238873526782,40.914145058862225,232
300,-144.33879026473278,40.914145058862225,197
301,-15.763325722901499,40.914145058862225,102
302,-88.1606054496928,40.914145058862225,197
303,-71.75866557754976,40.914145058862225,109
304,-54.26464333210927,40.914145058862225,87
305,-153.7700667176319,40.914145058862225,235
306,-314.5007954744847,40.914145058862225,365
307,-76.16031086403197,40.914145058862225,187
308,-258.3205925413871,40.914145058862225,110
309,-43.6999398977124,40.914145058862225,133
310,-342.3605278432757,40.914145058862225,179
311,-25.32911634320294,40.914145058862225,89
312,-27.589493600830295,40.914145058862225,121
313,-123.63922317285858,40.914145058862225,154
314,-50.24118002440931,40.914145058862225,89
315,-111.49046053843365,40.914145058862225,224
316,-99.51948844553831,40.914145058862225,182
317,-54.419799784401896,40.914145058862225,78
318,-118.07304544120434,40.914145058862225,174
319,-62.96611350502221,40.914145058862225,164
320,-57.605754348646194,40.914145058862225,98
321,-22.907205938297025,40.914145058862225,113
322,-155.96526605027591,40.914145058862225,255
323,-199.23677042211295,40.914145058862225,179
324,-233.5483226775666,40.914145058862225,212
325,-160.222207358919,40.914145058862225,180
326,-75.01955980785702,40.914145058862225,146
327,-105.88938885394519,40.914145058862225,90
328,-40.01844182312214,40.914145058862225,88
329,-154.46953268019917,40.914145058862225,228
330,-143.40625220128402,40.914145058862225,134
331,-8.765539596746095,40.914145058862225,91
332,-82.6518127997906,40.914145058862225,104
333,-51.74304858109699,40.914145058862225,271
334,-30.24092078590199,40.914145058862225,190
335,-79.73361169091079,40.914145058862225,239
336,-90.25335839030765,40.914145058862225,94
337,-37.723337618051175,40.914145058862225,167
338,-46.03589106617814,40.914145058862225,121
339,-7.483390759328188,40.914145058862225,139
340,-123.53759435544096,40.914145058862225,152
341,-29.636219942756654,40.914145058862225,202
342,-42.36671041593932,40.914145058862225,114
343,-57.95093854766018,40.914145058862225,194
344,-146.81727165847974,40.914145058862225,267
345,-31.92961145497442,40.914145058862225,224
346,-56.153521162844385,40.914145058862225,92
347,-81.052059880236,40.914145058862225,187
348,-75.60738835531583,40.914145058862225,166
349,17.321275372312243,40.914145058862225,1000
350,5.518337818985131,40.914145058862225,102
351,-85.72897680184275,40.914145058862225,159
352,-62.377098036104975,40.914145058862225,102
353,-34.16883497512609,40.914145058862225,204
354,-276.71321343307244,40.914145058862225,210
355,-124.28238628028247,40.914145058862225,203
356,-176.55037966550975,40.914145058862225,182
357,-227.7323809930601,40.914145058862225,146
358,-81.42975871820121,40.914145058862225,96
359,-61.602421368203615,40.914145058862225,161
360,-41.03162441465341,40.914145058862225,204
361,-115.25613269701249,40.914145058862225,243
362,-69.32571290504919,40.914145058862225,151
363,-136.75203409635205,40.914145058862225,138
364,-20.854162705241677,40.914145058862225,116
365,-41.40854147858332,40.914145058862225,148
366,-1.7642006222609439,40.914145058862225,119
367,-78.90366055964098,40.914145058862225,148
368,-24.205975515583077,40.914145058862225,96
369,-242.24074292450425,40.914145058862225,206
370,-85.20393752135986,40.914145058862225,217
371,-49.2483079426582,40.914145058862225,173
372,-21.362843034812215,40.914145058862225,191
373,-23.515336464950067,40.914145058862225,91
374,-20.823715980351395,40.914145058862225,135
375,-36.6217748009002,40.914145058862225,170
376,-33.7613426861236,40.914145058862225,144
377,-53.23695688345431,40.914145058862225,145
378,-101.35424094526867,40.914145058862225,229
379,-159.04117395105163,40.914145058862225,131
380,-35.86730561459706,40.914145058862225,146
381,-16.07095282335682,40.914145058862225,161
382,-77.31247602656634,40.914145058862225,223
383,-25.906236698290755,40.914145058862225,115
384,-63.162387571309075,40.914145058862225,175
385,-62.200441761919336,40.914145058862225,110
386,-9.526777819215908,40.914145058862225,125
387,5.099961379113324,40.914145058862225,117
388,-58.21983504444195,40.914145058862225,161
389,-337.1515492716003,40.914145058862225,329
390,-113.2353344302478,40.914145058862225,151
391,-35.882908518008136,40.914145058862225,126
392,-374.864152622726,40.914145058862225,312
393,-42.828948350031226,40.914145058862225,105
394,-10.96456589100353,40.914145058862225,132
395,-34.9912472782102,40.914145058862225,1000
396,-88.06151008607088,40.914145058862225,299
397,6.835597066758794,40.914145058862225,152
398,4.409659546216048,40.914145058862225,156
399,-166.2387560664462,40.914145058862225,211
400,-34.78872868241787,40.914145058862225,159
401,-67.4112264875316,40.914145058862225,165
402,-263.90074807503333,40.914145058862225,212
403,-15.437071575278225,40.914145058862225,121
404,14.225189080847088,40.914145058862225,103
405,-310.11918711520343,40.914145058862225,277
406,-321.8226112577428,40.914145058862225,219
407,-158.23006788551018,40.914145058862225,286
408,-282.72144943107367,40.914145058862225,286
409,-11.864920500551364,40.914145058862225,107
410,-230.4977953075827,40.914145058862225,232
411,-124.13868684613065,40.914145058862225,327
412,-76.73127651297305,40.914145058862225,255
413,-47.619911931566776,40.914145058862225,216
414,-244.58134165997876,40.914145058862225,641
415,-58.026951301794234,40.914145058862225,179
416,-155.73758611734988,40.914145058862225,278
417,-70.55494945505934,40.914145058862225,134
418,39.61987851382955,40.914145058862225,189
419,-54.25996240583882,40.914145058862225,97
420,-27.829376833999078,40.914145058862225,140
421,-37.05789478924663,40.914145058862225,216
422,-44.637923150934526,40.914145058862225,153
423,-264.0063452440253,40.914145058862225,254
424,-38.8332095219596,40.914145058862225,197
425,-309.2129161383842,40.914145058862225,244
426,-218.4066313548359,40.914145058862225,215
427,-255.30317820482642,40.914145058862225,167
428,-192.68259036151304,40.914145058862225,311
429,-127.92304745654442,40.914145058862225,149
430,-62.193195359369,40.914145058862225,115
431,-84.38299469542045,40.914145058862225,171
432,-92.9105950517751,40.914145058862225,269
433,-72.55017853818514,40.914145058862225,160
434,-199.90350814865621,40.914145058862225,762
435,-329.6448447184463,40.914145058862225,552
436,-349.98558198217364,40.914145058862225,305
437,-4.396776588979833,40.914145058862225,227
438,-444.77149340203516,40.914145058862225,248
439,-257.7875172788903,40.914145058862225,219
440,-218.19034514746863,40.914145058862225,181
441,-219.8702557542975,40.914145058862225,396
442,-215.50223609449532,40.914145058862225,477
443,22.855819002004893,40.914145058862225,108
444,-364.58719662221375,40.914145058862225,234
445,-247.41424611940917,40.914145058862225,183
446,-341.7604584475654,40.914145058862225,421
447,-374.20648461437224,40.914145058862225,679
448,2.961843961432578,40.914145058862225,93
449,-189.01097978858502,40.914145058862225,183
450,-46.93687233521344,40.914145058862225,121
451,-253.1660876250626,40.914145058862225,594
452,-52.514658139818565,40.914145058862225,1000
453,-1.049484128519694,40.914145058862225,135
454,0.828228501054042,40.914145058862225,105
455,31.145362125561576,40.914145058862225,220
456,-262.94560404562515,40.914145058862225,720
457,-25.293661207854413,40.914145058862225,122
458,-229.41966176369377,40.914145058862225,352
459,6.9707873660685635,40.914145058862225,182
460,48.81761291306805,48.81761291306805,161
461,9.36314086313105,48.81761291306805,87
462,-19.677173320372006,48.81761291306805,153
463,19.80303941137076,48.81761291306805,158
464,8.839205330797952,48.81761291306805,105
465,33.33811394108747,48.81761291306805,135
466,-30.19333285034655,48.81761291306805,116
467,11.232944510569183,48.81761291306805,183
468,-338.91378894719765,48.81761291306805,310
469,19.432652412511416,48.81761291306805,123
470,-73.74139599713149,48.81761291306805,243
471,-108.36771474293117,48.81761291306805,237
472,-151.87538684536324,48.81761291306805,190
473,-200.87317940722565,48.81761291306805,220
474,-26.862980437074498,48.81761291306805,77
475,-224.9083675250902,48.81761291306805,327
476,-428.95419047477,48.81761291306805,913
477,-18.493653305253886,48.81761291306805,202
478,-4.299961772640657,48.81761291306805,113
479,-19.400719609259085,48.81761291306805,170
480,-153.44799037500837,48.81761291306805,196
481,-211.05337996094636,48.81761291306805,179
482,-32.84894944065236,48.81761291306805,121
483,-136.42798658183068,48.81761291306805,114
484,-212.80091678915,48.81761291306805,234
485,18.836842213516846,48.81761291306805,153
486,-9.991330946671596,48.81761291306805,161
487,6.182988220009406,48.81761291306805,128
488,-293.24673887629336,48.81761291306805,461
489,-169.8404341130328,48.81761291306805,201
490,29.960945338793096,48.81761291306805,135
491,-140.8910736311454,48.81761291306805,454
492,-332.6400551575222,48.81761291306805,205
493,-239.77845831460152,48.81761291306805,390
494,-43.727107301778375,48.81761291306805,195
495,-3.9517052751714203,48.81761291306805,152
496,-42.95163097840697,48.81761291306805,145
497,-23.36326533426829,48.81761291306805,166
498,-51.99712412220552,48.81761291306805,207
499,-295.67429622126775,48.81761291306805,273
500,-276.99519000002635,48.81761291306805,495
501,-333.8118544342578,48.81761291306805,267
502,-130.6370636669144,48.81761291306805,252
503,12.57907719336977,48.81761291306805,123
504,29.13795022668637,48.81761291306805,109
505,-4.351541654905359,48.81761291306805,1000
506,-46.2631832368171,48.81761291306805,100
507,-189.0131638245001,48.81761291306805,228
508,6.86660320309926,48.81761291306805,112
509,38.37793937567457,48.81761291306805,101
510,-3.0111978225644975,48.81761291306805,100
511,-138.84809561093354,48.81761291306805,288
512,-288.7030172656064,48.81761291306805,578
513,-194.2900744190867,48.81761291306805,209
514,-133.48988391492762,48.81761291306805,216
515,-198.75251708889408,48.81761291306805,186
516,-25.67003109230066,48.81761291306805,129
517,7.74105463741148,48.81761291306805,191
518,-2.936524880343697,48.81761291306805,197
519,-32.75191623033622,48.81761291306805,166
520,-29.79286798629046,48.81761291306805,118
521,49.15890256393129,49.15890256393129,149
522,-368.9578751001174,49.15890256393129,410
523,-84.81571247212294,49.15890256393129,708
524,-37.394770930366604,49.15890256393129,145
525,-331.4902291113641,49.15890256393129,851
526,-279.13675638461075,49.15890256393129,431
527,-60.59616532603897,49.15890256393129,80
528,-154.21301656943467,49.15890256393129,182
529,-124.62218162759191,49.15890256393129,104
530,-30.83635747567544,49.15890256393129,168
531,-148.16955924066454,49.15890256393129,308
532,-23.78259855072281,49.15890256393129,237
533,-78.07952214899208,49.15890256393129,208
534,-94.21961944327239,49.15890256393129,1000
535,-110.47288737869626,49.15890256393129,131
536,34.05945320768137,49.15890256393129,90
537,-205.95708761018,49.15890256393129,193
538,-414.30067841062305,49.15890256393129,225
539,11.831008083193097,49.15890256393129,154
540,48.835805740154086,49.15890256393129,199
541,-362.0699982187101,49.15890256393129,450
542,-349.77974176258607,49.15890256393129,994
543,-479.9585293448737,49.15890256393129,596
544,-159.18511770633154,49.15890256393129,331
545,-288.54263198526894,49.15890256393129,279
546,-406.62702868405074,49.15890256393129,477
547,-376.50328415695697,49.15890256393129,770
548,-227.3716225293463,49.15890256393129,574
549,-397.6511055826824,49.15890256393129,553
550,-222.61684987694537,49.15890256393129,236
551,-162.21861465400508,49.15890256393129,204
552,-387.7438281551836,49.15890256393129,520
553,-192.6838098441122,49.15890256393129,297
554,-50.98596119507153,49.15890256393129,119
555,-159.36823793174779,49.15890256393129,211
556,-223.40125102230962,49.15890256393129,347
557,-395.58138033304505,49.15890256393129,759
558,-224.79767643615136,49.15890256393129,327
559,-141.26308089666088,49.15890256393129,371
560,-5.6384502423697,49.15890256393129,196
561,-297.75665379896816,49.15890256393129,273
562,-262.14503940690736,49.15890256393129,190
563,-266.8977498825333,49.15890256393129,787
564,-276.64722574946006,49.15890256393129,534
565,-262.5485868175474,49.15890256393129,404
566,-120.98692025879693,49.15890256393129,311
567,3.605127294425074,49.15890256393129,110
568,-142.59138898763217,49.15890256393129,280
569,-384.409076183523,49.15890256393129,747
570,-34.165460972722286,49.15890256393129,117
571,-242.28444487234594,49.15890256393129,364
572,-286.8043146621283,49.15890256393129,289
573,5.623959242552516,49.15890256393129,134
574,-332.59936412916227,49.15890256393129,522
575,-137.41999200279278,49.15890256393129,183
576,8.32313379511072,49.15890256393129,146
577,-290.55132581618966,49.15890256393129,533
578,-129.54594757471523,49.15890256393129,244
579,-66.17283440852579,49.15890256393129,242
580,-147.73184550595545,49.15890256393129,291
581,39.14572105155716,49.15890256393129,107
582,-13.09727456242841,49.15890256393129,120
583,-239.5073913226556,49.15890256393129,398
584,-42.658166389564826,49.15890256393129,227
585,-130.45282624008286,49.15890256393129,307
586,-430.5943839503954,49.15890256393129,809
587,-2.8036847745123907,49.15890256393129,153
588,-247.64519283921805,49.15890256393129,333
589,-212.01197717694288,49.15890256393129,308
590,-26.100863427792987,49.15890256393129,188
591,-155.52917987284061,49.15890256393129,479
592,-80.10305920604542,49.15890256393129,1000
593,-7.624336585475177,49.15890256393129,151
594,-245.10064292544834,49.15890256393129,223
595,-283.8127534713651,49.15890256393129,436
596,-317.45563782788474,49.15890256393129,294
597,-110.33045287874269,49.15890256393129,163
598,-29.494023455697658,49.15890256393129,92
599,-28.99289539146129,49.15890256393129,129
600,5.208334809588763,49.15890256393129,172
