episode,return,best_return,epsilon,steps
1,-182.73851396612073,-182.73851396612073,0.9975647931856284,77
2,-238.1643151286815,-182.73851396612073,0.994631890674411,93
3,-193.8422158226168,-182.73851396612073,0.9917708487134029,91
4,-175.64177312601598,-175.64177312601598,0.9898265321119161,62
5,-198.39030658854276,-175.64177312601598,0.9865741075936687,104
6,-189.3066619347672,-175.64177312601598,0.9839865004031642,83
7,-176.88652906482247,-175.64177312601598,0.9805681540331773,110
8,-169.7561941401629,-169.7561941401629,0.9777187829628456,92
9,-147.51392338518173,-147.51392338518173,0.9738921258659572,124
10,-187.8896490110475,-147.51392338518173,0.9719539881584971,63
11,-175.4746628962522,-147.51392338518173,0.9687327895857508,105
12,-205.71875426276472,-147.51392338518173,0.9660112545829447,89
13,-183.29143890034717,-147.51392338518173,0.9637850035673516,73
14,-183.50332842554744,-147.51392338518173,0.9617161031988125,68
15,-242.04502379536856,-147.51392338518173,0.9586821089877549,100
16,-192.05209318982546,-147.51392338518173,0.9560205470007433,88
17,-193.5793803219887,-147.51392338518173,0.9533667808227839,88
18,-218.9585800280989,-147.51392338518173,0.9506307200443683,91
19,-189.7139295648603,-147.51392338518173,0.9474541068217583,106
20,-179.9271101494599,-147.51392338518173,0.9446166638060346,95
21,-230.3710997363255,-147.51392338518173,0.9422341974029211,80
22,-189.59546395326598,-147.51392338518173,0.9399174016293074,78
23,-194.46967162460513,-147.51392338518173,0.9372516500511001,90
24,-224.57867699802674,-147.51392338518173,0.9331502263747486,139
25,-195.89197947806488,-147.51392338518173,0.9293608334349789,129
26,-199.56533887253138,-147.51392338518173,0.9265805951629993,95
27,-194.90782455356742,-147.51392338518173,0.9236926469343513,99
28,-202.62301157805877,-147.51392338518173,0.9219179434455828,61
29,-189.7709453053867,-147.51392338518173,0.9193061093253017,90
30,-187.1529136376188,-147.51392338518173,0.9166154330893418,93
31,-216.91803513909915,-147.51392338518173,0.9135875809057822,105
32,-176.13717647449954,-147.51392338518173,0.90999678533779,125
33,-188.43967758836445,-147.51392338518173,0.9081354761160326,65
34,-177.06989553649763,-147.51392338518173,0.9055934467448458,89
35,-210.68743839031202,-147.51392338518173,0.9029452139415745,93
36,-185.04304154602622,-147.51392338518173,0.8998801316298342,108
37,-180.59446317287131,-147.51392338518173,0.8980407180955503,65
38,-188.1849780954989,-147.51392338518173,0.8957822887580738,80
39,-195.8963000091099,-147.51392338518173,0.8921532329781094,129
40,-186.26522017070096,-147.51392338518173,0.8904706096963094,60
41,-190.57573259061476,-147.51392338518173,0.8878133290139029,95
42,-177.13655357880552,-147.51392338518173,0.8854428842974952,85
43,-195.76508142931797,-147.51392338518173,0.8818859215743444,128
44,-182.3195530941857,-147.51392338518173,0.8791175849600613,100
45,-181.23565810189135,-147.51392338518173,0.8772128058503194,69
46,-227.0062360816559,-147.51392338518173,0.8746799056776859,92
47,-207.82279811615257,-147.51392338518173,0.872428858434884,82
48,-163.30757106545343,-147.51392338518173,0.8693641816529512,112
49,-207.62160696383071,-147.51392338518173,0.86666473638793,99
50,-189.65722048822107,-147.51392338518173,0.8646256244988587,75
51,-182.28232888637407,-147.51392338518173,0.8618876630509221,101
52,-182.24316895477133,-147.51392338518173,0.8599684675255421,71
53,-181.73875644208934,-147.51392338518173,0.8570578233454694,108
54,-180.488669790837,-147.51392338518173,0.8542380584308702,105
55,-183.3669205271791,-147.51392338518173,0.8510809351471827,118
56,-185.58178942157448,-147.51392338518173,0.8490274638291474,77
57,-176.0415100470385,-147.51392338518173,0.8465277626860658,94
58,-184.25152675547744,-147.51392338518173,0.8426079026615952,148
59,-180.61356413594143,-147.51392338518173,0.8406552124763444,74
60,-188.92504626167369,-147.51392338518173,0.8376301691990765,115
61,-178.46917650999146,-147.51392338518173,0.8345643936873175,117
62,-181.10335405941393,-147.51392338518173,0.831354264933998,123
63,-181.69541891383383,-147.51392338518173,0.8292474538934684,81
64,-183.086355206633,-147.51392338518173,0.8271722288795339,80
65,-184.236111716392,-147.51392338518173,0.825180044555631,77
66,-169.0932980303857,-147.51392338518173,0.8227807073117056,93
67,-177.9061887102367,-147.51392338518173,0.8208254738612408,76
68,-156.1197581006155,-147.51392338518173,0.8185933181771541,87
69,-187.84253031271697,-147.51392338518173,0.8159845383342088,102
70,-205.6297464693124,-147.51392338518173,0.8132319516250751,108
71,-214.16108022492563,-147.51392338518173,0.8104639071933262,109
72,-185.79734286015477,-147.51392338518173,0.8086156945897794,73
73,-170.81113284036127,-147.51392338518173,0.8066206345759305,79
74,-184.35054275678365,-147.51392338518173,0.8036504386279811,118
75,-142.8585461474209,-142.8585461474209,0.8007169259852116,117
76,-190.51821409383268,-142.8585461474209,0.7982935278627638,97
77,-183.70489666009448,-142.8585461474209,0.795828229200867,99
78,-183.6692576771561,-142.8585461474209,0.7941395997177428,68
79,-186.40770651369584,-142.8585461474209,0.7918610671475768,92
80,-173.19750527736437,-142.8585461474209,0.7898360823040665,82
81,-175.15902544422627,-142.8585461474209,0.7877428468880465,85
82,-188.85441872697817,-142.8585461474209,0.7858762636796038,76
83,-179.1738076880079,-142.8585461474209,0.7828409191565059,124
84,-185.10834628571592,-142.8585461474209,0.7798180948312029,124
85,-190.97406709113693,-142.8585461474209,0.7775834142685771,92
86,-196.79884687398493,-142.8585461474209,0.7750896612718827,103
87,-180.67800820147636,-142.8585461474209,0.772435867442471,110
88,-180.3634548562445,-142.8585461474209,0.7705839929715843,77
89,-174.05843623348463,-142.8585461474209,0.768832703521649,73
90,-221.4956369807535,-142.8585461474209,0.7657006440229596,131
91,-171.49312071470263,-142.8585461474209,0.7635329746966485,91
92,-178.04479726644962,-142.8585461474209,0.7616564763371599,79
93,-159.03857104590463,-142.8585461474209,0.7584139877458599,137
94,-179.08952576334843,-142.8585461474209,0.7559153418630674,106
95,-179.1662514029879,-142.8585461474209,0.7533786154795147,108
96,-181.71898414789433,-142.8585461474209,0.7515054378517707,80
97,-138.70367722674177,-138.70367722674177,0.7480997386441358,146
98,-178.37068304952132,-138.70367722674177,0.7463566690423764,75
99,-138.66922506945906,-138.66922506945906,0.7439468120885094,104
100,-182.97384836198216,-138.66922506945906,0.7412917747149935,115
101,-181.8480816000052,-138.66922506945906,0.7383944379275281,126
102,-163.07195759253983,-138.66922506945906,0.7361493517342105,98
103,-185.31386828423783,-138.66922506945906,0.733934384956248,97
104,-197.2132680640251,-138.66922506945906,0.7317947444041261,94
105,-178.3366378993514,-138.66922506945906,0.7301830714076786,71
106,-179.45235303948118,-138.66922506945906,0.7284621217500681,76
107,-189.1687989149606,-138.66922506945906,0.7259564502504201,111
108,-195.6525102396157,-138.66922506945906,0.7233926899690605,114
109,-181.25199343600752,-138.66922506945906,0.7206597870321688,122
110,-184.04195785266128,-138.66922506945906,0.7180270396672862,118
111,-127.32596145288798,-127.32596145288798,0.7138980850072049,186
112,-172.8657484723733,-127.32596145288798,0.7117328896739787,98
113,-178.51926216592693,-127.32596145288798,0.7102126529701089,69
114,-197.88970675428047,-127.32596145288798,0.7075770770242206,120
115,-175.67741209508816,-127.32596145288798,0.7051266994874663,112
116,-168.8838952652876,-127.32596145288798,0.7034909283046901,75
117,-179.74964618364993,-127.32596145288798,0.7014030996415895,96
118,-179.44604847524516,-127.32596145288798,0.6986080799122071,129
119,-185.70587002391198,-127.32596145288798,0.6963203753546287,106
120,-166.07785579098677,-127.32596145288798,0.6929253694075779,158
