episode,return,best_return,epsilon,steps
1,-94.12711166057895,-94.12711166057895,0.9975647931856284,77
2,-370.96481319157573,-94.12711166057895,0.994694868233018,91
3,-123.45687133074924,-94.12711166057895,0.9918964265315666,89
4,-97.46889195863098,-94.12711166057895,0.9898891893026067,64
5,-268.3266517236607,-94.12711166057895,0.9864492393707227,110
6,-131.46068606206003,-94.12711166057895,0.9838931064229007,82
7,-142.3846128429722,-94.12711166057895,0.9810025205160225,93
8,-120.89681155657658,-94.12711166057895,0.9787707936102998,72
9,-254.30216788210421,-94.12711166057895,0.9749706290173088,123
10,-123.2276436507811,-94.12711166057895,0.9729994616681611,64
11,-325.532539071331,-94.12711166057895,0.9704493590927433,83
12,-289.78397661076224,-94.12711166057895,0.9681817152508321,74
13,-253.7443723675013,-94.12711166057895,0.9654312977940775,90
14,-134.39888349158173,-94.12711166057895,0.9636327187575104,59
15,-121.63850751317364,-94.12711166057895,0.9590759565624611,150
16,-139.30545628202697,-94.12711166057895,0.956534104138157,84
17,-133.88152159110382,-94.12711166057895,0.953969226136124,85
18,-138.3233152062895,-94.12711166057895,0.9511111845408688,95
19,-117.10999385955313,-94.12711166057895,0.9476336155934015,116
20,-86.4588776907814,-86.4588776907814,0.9452132737631277,81
21,28.935358192093275,28.935358192093275,0.9418773750931796,112
22,-99.64280342254659,28.935358192093275,0.9396504664510974,75
23,-161.44210592996677,28.935358192093275,0.9368081351140488,96
24,-227.93468716575362,28.935358192093275,0.9335919119001156,109
25,-249.85912891562108,28.935358192093275,0.9299766015120665,123
26,-154.80705789844524,28.935358192093275,0.9271359387134974,97
27,-60.737267511999534,28.935358192093275,0.9240130596436341,107
28,-152.88481199277805,28.935358192093275,0.9221214147031102,65
29,-124.03914056771839,28.935358192093275,0.9194799879344481,91
30,-107.15080495222509,28.935358192093275,0.9170777512608765,83
31,-302.73561999715827,28.935358192093275,0.9142211107309909,99
32,-73.33814738188653,28.935358192093275,0.9102548230771169,138
33,-125.93676953559931,28.935358192093275,0.9082212939544647,71
34,-49.18871258870049,28.935358192093275,0.9053653189107769,100
35,-148.134733250413,28.935358192093275,0.9025756844193787,98
36,-212.94416854733618,28.935358192093275,0.8998518027642635,96
37,-80.47816520337338,28.935358192093275,0.897955918263803,67
38,-93.96901662648631,28.935358192093275,0.8951904483242619,98
39,-360.3685960475187,28.935358192093275,0.8908348925494289,155
40,-117.7394132673665,28.935358192093275,0.8891549033135623,60
41,-134.8358958310126,28.935358192093275,0.8868364500868975,83
42,-86.1637380175891,28.935358192093275,0.8842462739389564,93
43,-160.90963724788747,28.935358192093275,0.8809713501671059,118
44,-157.28771150842465,28.935358192093275,0.8783993276762098,93
45,-120.84644902524107,28.935358192093275,0.8765237489923443,68
46,-170.55596593859426,28.935358192093275,0.8741028317431526,88
47,-78.3347884212109,28.935358192093275,0.8717437865391235,86
48,-139.03133433203726,28.935358192093275,0.8688454152979237,106
49,-217.25739777457682,28.935358192093275,0.8659300687751965,107
50,-163.48843476059074,28.935358192093275,0.8637842794566792,79
51,-98.19929225979705,28.935358192093275,0.8612654543863812,93
52,-99.48863190055752,28.935358192093275,0.8593747083876498,70
53,-107.36670014975644,28.935358192093275,0.8562511689165595,116
54,-92.484938047141,28.935358192093275,0.8535145697970031,102
55,-125.46776329646809,28.935358192093275,0.850200230594829,124
56,-105.83526947039084,28.935358192093275,0.8475373371142888,100
57,-294.1149764447367,28.935358192093275,0.8449892966745541,96
58,-74.84248702244031,28.935358192093275,0.8414990279912543,132
59,-32.88863591156775,28.935358192093275,0.8397333192707253,67
60,17.310603610151603,28.935358192093275,0.8368167050530961,111
61,-110.28344283037748,28.935358192093275,0.8334406569267654,129
62,-207.2166908111776,28.935358192093275,0.8300530924373858,130
63,-86.30894006640139,28.935358192093275,0.8278460701002477,85
64,-97.44325957528469,28.935358192093275,0.8257745771314899,80
65,-43.02339989155158,28.935358192093275,0.8236054465155492,84
66,-42.40206491582069,28.935358192093275,0.8213909531924855,86
67,-74.46945287580465,28.935358192093275,0.8190033439440005,93
68,-197.85447485436364,28.935358192093275,0.8168787084600835,83
69,-141.35314438721838,28.935358192093275,0.8142757483909544,102
70,-126.1106637134041,28.935358192093275,0.8116308462756855,104
71,-75.98316503701993,28.935358192093275,0.8095518978197596,82
72,-122.92672246603405,28.935358192093275,0.8072766566944187,90
73,-76.42365228799852,28.935358192093275,0.8053102947652384,78
74,-196.7734471911122,28.935358192093275,0.8018689082324086,137
75,-123.10709632668608,28.935358192093275,0.7992669420311057,104
76,-51.466046432221816,28.935358192093275,0.7967486514939568,101
77,-103.82694026160199,28.935358192093275,0.7945365800229304,89
78,-107.83579557144027,28.935358192093275,0.7925042920963212,82
79,-104.59470481837687,28.935358192093275,0.7905269183208753,80
80,-55.30105600475742,28.935358192093275,0.788480958729346,83
81,-79.02565414572118,28.935358192093275,0.7864161041902966,84
82,-94.27061603097407,28.935358192093275,0.7844794261944388,79
83,-101.66443876081533,28.935358192093275,0.7818400539806449,108
84,-110.60154817014683,28.935358192093275,0.779283091087009,105
85,-148.16386489492982,28.935358192093275,0.7770500486893951,92
86,-140.03801384480505,28.935358192093275,0.7744132266399613,109
87,-75.43849215075483,28.935358192093275,0.7716175705818452,116
88,-58.69446447428426,28.935358192093275,0.7698397740914901,74
89,-59.319135611167965,28.935358192093275,0.7680424222821437,75
90,-387.36063890026526,28.935358192093275,0.7650091343505938,127
91,-77.1460640307298,28.935358192093275,0.7627010049695434,97
92,-48.02748102626981,28.935358192093275,0.7597849129228219,123
93,-97.05151825662188,28.935358192093275,0.7563390181583636,146
94,-146.37678881467485,28.935358192093275,0.7536834789285326,113
95,-88.73122297859325,28.935358192093275,0.7515288217560954,92
96,-76.25064231731514,28.935358192093275,0.7495906077815641,83
97,-55.024828855882916,28.935358192093275,0.7459389803600863,157
98,-110.52131051943772,28.935358192093275,0.7442013059072907,75
99,-142.8642102712448,28.935358192093275,0.7418450294071355,102
100,-49.54751299259833,28.935358192093275,0.7384862299719187,146
101,-355.29976426993977,28.935358192093275,0.735303622507299,139
102,-88.64460839120564,28.935358192093275,0.7337064448200624,70
103,-33.08007851889215,28.935358192093275,0.7309543825490284,121
104,-100.57850735991966,28.935358192093275,0.7286656909204419,101
105,-39.052314881702294,28.935358192093275,0.7272871393512943,61
106,-102.37091277814486,28.935358192093275,0.7253483631254468,86
107,-97.04783485655727,28.935358192093275,0.7223609457171798,133
108,-73.9075291533797,28.935358192093275,0.719520633948681,127
109,-73.28881991166176,28.935358192093275,0.7174038386359844,95
110,-25.617976235022454,28.935358192093275,0.7135441004328116,174
111,-66.54223594567992,28.935358192093275,0.7105868794942931,134
112,-135.6497656462682,28.935358192093275,0.7080594770724373,115
113,-60.62744976208711,28.935358192093275,0.7066133375596183,66
114,-24.350494359819734,28.935358192093275,0.7035562806650841,140
115,-55.88471201031166,28.935358192093275,0.69930029764794,196
116,-30.99239295182454,28.935358192093275,0.6974847996977812,84
117,-53.70294925676514,28.935358192093275,0.6947710663682294,126
118,-80.45519483296927,28.935358192093275,0.6917049709513734,143
119,-65.79327377421393,28.935358192093275,0.687759966562344,185
120,-81.06804032344738,28.935358192093275,0.6841139380232771,172
121,-74.22888918861052,28.935358192093275,0.6818984186607556,105
122,9.38880629642351,28.935358192093275,0.6789564293545505,140
123,-103.49499306797472,28.935358192093275,0.6762159739618412,131
124,-56.68457727125332,28.935358192093275,0.672822760414401,163
125,-10.748442597999244,28.935358192093275,0.6709363938102159,91
126,-76.0112678401135,28.935358192093275,0.6695305318963323,68
127,-103.19359166097142,28.935358192093275,0.6669956567605224,123
128,-45.11680093883396,28.935358192093275,0.6652089613164862,87
129,-56.109092183278875,28.935358192093275,0.662773466029014,119
130,-102.73084367835133,28.935358192093275,0.6609582652922026,89
131,-73.3953904275852,28.935358192093275,0.6597985466697207,57
132,-49.10440019965181,28.935358192093275,0.6560698951368054,184
133,23.670968923637247,28.935358192093275,0.6480226630211827,401
134,-63.97044865958482,28.935358192093275,0.6466289034926037,70
135,-119.43024961404306,28.935358192093275,0.6443263927885505,116
136,-120.69908182715717,28.935358192093275,0.6418354565665799,126
137,-64.74832155613525,28.935358192093275,0.6397479946411794,106
138,-49.846135740412336,28.935358192093275,0.6370022490555716,140
139,-26.943339190046586,28.935358192093275,0.6341719169975827,145
140,-40.58887435796164,28.935358192093275,0.6308709709813913,170
141,-49.95624103415676,28.935358192093275,0.6277234638432728,163
142,-30.507998037497885,28.935358192093275,0.626319379077198,73
143,-1.0966788186403988,28.935358192093275,0.6242292180917113,109
144,-57.78564968809184,28.935358192093275,0.6219368889340977,120
145,68.21323789690656,68.21323789690656,0.6031865674366481,1000
146,14.050967645232063,68.21323789690656,0.6002624344266153,159
147,-54.68195866705092,68.21323789690656,0.5983033275612379,107
148,17.227629794475703,68.21323789690656,0.5950778624073618,177
149,-54.197724126395826,68.21323789690656,0.5923592752269969,150
150,3.0718790671541427,68.21323789690656,0.5903202312339535,113
151,-86.76094397581876,68.21323789690656,0.5881632671132105,120
152,-0.3610642544859388,68.21323789690656,0.5851936538753848,166
153,-95.50143409822606,68.21323789690656,0.5834837714539572,96
154,-75.95458842771822,68.21323789690656,0.5811593044318072,131
155,-20.70051213384508,68.21323789690656,0.5795329109761254,92
156,-9.70754638754346,68.21323789690656,0.5759968993391894,201
157,3.773960772436652,68.21323789690656,0.5723103673151546,211
158,-21.62160333294527,68.21323789690656,0.5695667638781313,158
159,-29.358395183031206,68.21323789690656,0.5682521939013288,76
160,-36.69008861076847,68.21323789690656,0.5663898402511957,108
161,-50.47838478713636,68.21323789690656,0.5641055791461871,133
162,-15.844203126932214,68.21323789690656,0.5620020614296836,123
163,-13.613041808526603,68.21323789690656,0.5596862385823825,136
164,-22.91971880228155,68.21323789690656,0.5584814074303003,71
165,-12.444064715015102,68.21323789690656,0.5549176354870188,211
166,-18.65621528204268,68.21323789690656,0.5531870574640915,103
167,-5.435021588191191,68.21323789690656,0.5511950355914771,119
168,-32.87764562453391,68.21323789690656,0.5487119383771604,149
169,-43.33316239742321,68.21323789690656,0.5438155093576712,296
170,-11.448060319857007,68.21323789690656,0.5411888373260306,160
171,-309.3045784761416,68.21323789690656,0.5277696207071912,831
172,-74.13914461892938,68.21323789690656,0.5209233387017999,433
