episode,return,update
1,-190.3909486826413,1
2,-74.75273051535578,1
3,-424.42139324018154,2
4,-306.0218199920214,2
5,-247.95630051193962,2
6,-78.83223353659906,3
7,-215.41629261775566,3
8,-381.7911055162487,4
9,-106.82101115765025,4
10,-158.6710833766894,4
